date,gross_return,commission_cost,slippage_cost,borrow_cost,net_return,turnover,gross_exposure,full_gross_exposure,cap_binding,n_long,n_short
2010-01-04,-0.0003748370620071958,1.9285897270391402e-05,5.7857691811174196e-05,1.5306267674913808e-06,-0.0004535112778562528,0.385717945407828,0.192858972703914,False,True,17,17
2010-01-05,0.0008769408279974958,3.5802230976846604e-05,0.0001074066929305398,2.841446902924333e-06,0.000730890457187185,0.7160446195369321,0.35802230976846605,False,True,17,17
2010-01-06,-0.000463598767140168,2.9571749029126005e-05,8.8715247087378e-05,2.346964208660794e-06,-0.0005842327274653327,0.5914349805825201,0.29571749029126004,False,True,16,16
2010-01-07,-0.0019931278213304645,9.614178059463482e-05,0.0002884253417839044,7.630300047193239e-06,-0.0023853252437561964,1.9228356118926961,0.9614178059463481,False,True,17,17
2010-01-08,-0.0002509274690441315,1.9289262812327403e-05,5.78677884369822e-05,1.5308938739942379e-06,-0.00032961541416743533,0.385785256246548,0.192892628123274,False,True,17,17
2010-01-11,0.002330665920301691,3.3081251000872604e-05,9.92437530026178e-05,2.625496111180365e-06,0.00219571542018702,0.661625020017452,0.330812510008726,False,True,17,17
2010-01-12,-0.0010182018619365927,3.56487723934308e-05,0.00010694631718029237,3.463099545243714e-06,-0.0011642600510555596,0.7129754478686159,0.35648772393430794,False,True,17,17
2010-01-13,7.447894960204511e-05,2.96442252194712e-05,8.893267565841359e-05,1.5625046287853603e-05,-5.972299756369327e-05,0.592884504389424,0.296442252194712,False,True,17,17
2010-01-14,0.00012799334535851126,2.46150319218226e-05,7.384509576546779e-05,1.953573962049413e-06,2.7579643709171454e-05,0.492300638436452,0.246150319218226,False,True,17,17
2010-01-15,0.00010088149726412079,1.8966691790546398e-05,5.690007537163919e-05,1.5052929992497143e-06,2.3509437102685482e-05,0.37933383581092794,0.18966691790546397,False,True,17,17
2010-01-19,-0.0019555184368967053,2.54131063862428e-05,7.623931915872839e-05,2.016913205257365e-06,-0.002059187775646934,0.508262127724856,0.254131063862428,False,True,17,17
2010-01-20,0.0004625816184328038,2.05614059821112e-05,6.168421794633359e-05,1.6318576176278726e-06,0.00037870413688673117,0.41122811964222394,0.20561405982111197,False,True,17,17
2010-01-21,0.0008190938932531658,3.54628939566864e-05,0.00010638868187005918,2.81451539338781e-06,0.0006744278020330324,0.709257879133728,0.354628939566864,False,True,16,16
2010-01-22,0.00039758966086351523,2.8127927404215404e-05,8.43837822126462e-05,2.232375190810746e-06,0.0002828455760558429,0.562558548084308,0.281279274042154,False,True,16,16
2010-01-25,0.0001835241728433834,3.41275185704998e-05,0.00010238255571149938,2.7085332198809358e-06,4.430556534150326e-05,0.682550371409996,0.341275185704998,False,True,16,16
2010-01-26,8.55553531463228e-05,2.61376101164152e-05,7.841283034924559e-05,2.0744135013027937e-06,-2.1069500820640782e-05,0.522752202328304,0.261376101164152,False,True,16,16
2010-01-27,-0.0003094557503236315,2.8329044344005206e-05,8.498713303201561e-05,2.248336852698825e-06,-0.00042502026455235113,0.5665808868801041,0.28329044344005205,False,True,16,16
2010-01-28,-0.0007117676733454539,2.6390473422808405e-05,7.91714202684252e-05,2.4167201619593384e-05,-0.0008414967686562808,0.527809468456168,0.263904734228084,False,True,17,17
2010-01-29,1.8842381167341214e-05,4.1640467575148204e-05,0.00012492140272544458,3.3047990139006504e-06,-0.00015102428814715223,0.832809351502964,0.416404675751482,False,True,17,17
2010-02-01,-0.0010374309641297645,8.672318176004861e-05,0.0002601695452801458,6.88279220317846e-06,-0.0013912064833731372,1.7344636352009721,0.8672318176004861,False,True,17,17
2010-02-02,0.0008508038068887854,3.821495851526961e-05,0.0001146448755458088,3.032933215497587e-06,0.0006949110396122094,0.7642991703053921,0.38214958515269604,False,True,17,17
2010-02-03,0.000411854298396864,3.57154440824904e-05,0.00010714633224747119,2.834559054165905e-06,0.00026615796301273644,0.714308881649808,0.357154440824904,False,True,17,17
2010-02-04,0.0008194979605401309,2.93253341093278e-05,8.797600232798339e-05,2.3274074689942696e-06,0.0006998692166338253,0.586506682186556,0.293253341093278,False,True,17,17
2010-02-05,1.6900019965091176e-05,1.56797614628164e-05,4.703928438844919e-05,1.2444255129219362e-06,-4.706345139909636e-05,0.313595229256328,0.156797614628164,False,True,17,17
2010-02-08,-0.003134935746522883,3.6995416235119994e-05,0.00011098624870535997,2.9361441456444435e-06,-0.0032858535556090076,0.7399083247023999,0.36995416235119993,False,True,17,17
2010-02-09,0.00011330412807577194,2.6181773558995402e-05,7.85453206769862e-05,2.559060923894873e-06,6.017972915895454e-06,0.523635471179908,0.261817735589954,False,True,17,17
2010-02-10,0.0001950146795685253,1.7928524565088397e-05,5.3785573695265184e-05,1.3945981789131979e-05,0.00010935459951903974,0.35857049130176794,0.17928524565088397,False,True,17,17
2010-02-11,0.0007043141060875043,1.9181657862307e-05,5.754497358692099e-05,1.5223537985957938e-06,0.0006260651208396805,0.38363315724614,0.19181657862307,False,True,17,17
2010-02-12,-0.0007506110484979244,4.1469740118999e-05,0.000124409220356997,3.291249215793571e-06,-0.000919781258189714,0.82939480237998,0.41469740118999,False,True,17,17
2010-02-16,-0.0014648591871616067,5.0623723095724803e-05,0.0001518711692871744,4.017755801248e-06,-0.001671371835345754,1.012474461914496,0.506237230957248,False,True,17,17
2010-02-17,0.002694347111297282,6.716806028651942e-05,0.00020150418085955823,5.330798435438048e-06,0.002420344071715766,1.3433612057303883,0.6716806028651942,False,True,17,17
2010-02-18,0.004500430947926303,2.9400675892032802e-05,8.82020276760984e-05,2.3333869755581586e-06,0.004380494857382613,0.588013517840656,0.294006758920328,False,True,17,17
2010-02-19,-0.001333484119129348,2.2970534728355797e-05,6.891160418506738e-05,1.8230583117742699e-06,-0.0014271893163545454,0.4594106945671159,0.22970534728355796,False,True,18,18
2010-02-22,0.003704665504525702,7.427017753871102e-05,0.00022281053261613302,5.894458534818333e-06,0.0034016903358360393,1.4854035507742203,0.7427017753871101,False,True,18,18
2010-02-23,-0.0006305115409164281,1.4506077889160202e-05,4.35182336674806e-05,1.1512760229492223e-06,-0.0006896871284960182,0.29012155778320403,0.14506077889160202,False,True,17,17
2010-02-24,0.0018931141427237712,4.965843822527939e-05,0.00014897531467583815,4.2736194447237616e-06,0.00169020677037793,0.9931687645055878,0.4965843822527939,False,True,17,17
2010-02-25,0.0004603385622056061,1.9469657939441406e-05,5.8408973818324204e-05,1.9461075978853175e-05,0.00036299885446898733,0.3893931587888281,0.19469657939441404,False,True,17,17
2010-02-26,-0.0005519255121092295,3.19308355621742e-05,9.579250668652258e-05,2.534193298585254e-06,-0.0006821830476565116,0.638616711243484,0.319308355621742,False,True,17,17
2010-03-01,-0.0008495199755485231,3.629334442662139e-05,0.00010888003327986415,2.8804241608429676e-06,-0.0009975737774158516,0.7258668885324278,0.3629334442662139,False,True,18,18
2010-03-02,-0.002166619520216678,7.16991454174238e-05,0.00021509743625227137,5.690408366462206e-06,-0.0024591065102528356,1.4339829083484759,0.7169914541742379,False,True,17,17
2010-03-03,-0.001148649207478521,0.0001,0.0003,7.936507936507936e-06,-0.001556585715415029,2.0,1.0,True,True,18,18
2010-03-04,-0.004456607625064672,7.87125977323396e-05,0.0002361377931970188,6.2470315660586986e-06,-0.004777705047560089,1.5742519546467921,0.7871259773233961,False,True,18,18
2010-03-05,-0.002026727719641321,4.207209861621181e-05,0.0001262162958486354,3.339055445731095e-06,-0.002198355169551899,0.8414419723242361,0.42072098616211806,False,True,18,18
2010-03-08,0.003771093066737153,7.04349808813926e-05,0.00021130494264417777,5.5900778477295705e-06,0.0034837630653638527,1.408699617627852,0.704349808813926,False,True,17,17
2010-03-09,-0.00041217827476618834,1.9321528401763005e-05,5.796458520528901e-05,1.5334546350605553e-06,-0.0004909978430083009,0.3864305680352601,0.19321528401763005,False,True,18,18
2010-03-10,-0.0017622333069020066,5.5576853463797604e-05,0.0001667305603913928,4.2106008387271204e-05,-0.002026646729144468,1.111537069275952,0.555768534637976,False,True,18,18
2010-03-11,-0.0027548357378452486,3.361770672677e-05,0.00010085312018031,2.668071962442064e-06,-0.0028919746367147706,0.6723541345354,0.3361770672677,False,True,18,18
2010-03-12,0.0022579308161519446,6.517917965749623e-05,0.00019553753897248865,5.172950766467953e-06,0.001992041146755492,1.3035835931499244,0.6517917965749622,False,True,18,18
2010-03-15,-0.0013874793753082455,5.39225612069846e-05,0.0001617676836209538,4.279568349760682e-06,-0.0016074491884859447,1.078451224139692,0.539225612069846,False,True,18,18
2010-03-16,-0.00443455051786589,9.781008692736819e-05,0.00029343026078210453,7.762705311695886e-06,-0.004833553570887058,1.9562017385473638,0.9781008692736819,False,True,18,18
2010-03-17,-0.000718321872687632,9.545335408517239e-05,0.00028636006225551714,7.5756630226327294e-06,-0.0011077109520509544,1.9090670817034479,0.9545335408517239,False,True,18,18
2010-03-18,0.0040225616277301465,4.92044285373508e-05,0.00014761328561205237,3.905113375980222e-06,0.003821838800204763,0.984088570747016,0.492044285373508,False,True,18,18
2010-03-19,0.0005303855467376738,3.50762219850102e-05,0.0001052286659550306,2.7838271416674764e-06,0.0003872968316559655,0.7015244397002041,0.35076221985010203,False,True,18,18
2010-03-22,-0.0021157927480576055,5.1796164940769e-05,0.00015538849482230697,4.110806741330873e-06,-0.0023270882145620124,1.03592329881538,0.51796164940769,False,True,18,18
2010-03-23,0.0005700795225885858,6.6734513746451e-05,0.00020020354123935296,5.296389979877063e-06,0.00029784507762290477,1.33469027492902,0.66734513746451,False,True,18,18
2010-03-24,-0.0008170193440503514,3.193287055465521e-05,9.579861166396562e-05,2.5343548059250156e-06,-0.0009472851810748971,0.6386574110931041,0.31932870554655207,False,True,18,18
2010-03-25,-0.004542112096453694,9.699823988941818e-05,0.0002909947196682545,9.417995109531315e-05,-0.0050242850071066806,1.9399647977883636,0.9699823988941818,False,True,18,18
2010-03-26,-0.00461711706374655,8.845679203678197e-05,0.00026537037611034585,7.020380320379523e-06,-0.004977964612214058,1.7691358407356392,0.8845679203678196,False,True,18,18
2010-03-29,-0.0014317150374936315,0.0001,0.0003,7.936507936507936e-06,-0.0018396515454301395,2.0,1.0,True,True,18,18
2010-03-30,8.77585335846945e-05,4.2839874044751805e-05,0.0001285196221342554,3.3999900035517305e-06,-8.700095259786441e-05,0.856797480895036,0.428398740447518,False,True,18,18
2010-03-31,-0.0007462494997564032,2.24137101335998e-05,6.724113040079939e-05,1.7788658836190316e-06,-0.0008376832061744215,0.44827420267199597,0.22413710133599798,False,True,18,18
2010-04-01,-0.0008742717997272604,2.8881052926286407e-05,8.66431587788592e-05,2.2921470576417773e-06,-0.0009920881584900478,0.5776210585257281,0.28881052926286405,False,True,18,18
2010-04-05,0.000566288116073424,2.1952988843479805e-05,6.58589665304394e-05,1.7423007018634765e-06,0.0004767338599976413,0.4390597768695961,0.21952988843479804,False,True,18,18
2010-04-06,0.003132207325432927,5.313916768823539e-05,0.00015941750306470615,4.2173942609710635e-06,0.0029154332604190143,1.0627833537647078,0.5313916768823539,False,True,18,18
2010-04-07,0.0004204281762850526,5.3342935589226594e-05,0.00016002880676767975,4.2335663166052845e-06,0.00020282286761154098,1.0668587117845318,0.5334293558922659,False,True,18,18
2010-04-08,-0.005817181238660734,9.999999999999999e-05,0.0002999999999999999,7.936507936507936e-06,-0.006225117746597242,1.9999999999999998,0.9999999999999999,True,True,18,18
2010-04-09,-0.005051408873818014,0.0001,0.0003,7.936507936507938e-06,-0.005459345381754522,2.0,1.0,True,True,18,18
2010-04-12,-0.00011909228491726332,3.14361928915896e-05,9.430857867476878e-05,2.7828218790277455e-06,-0.0002476198783626494,0.628723857831792,0.314361928915896,False,True,18,18
2010-04-13,-0.004273313852198417,7.247852409709222e-05,0.0002174355722912766,8.993588740611769e-05,-0.004653163835992903,1.4495704819418442,0.7247852409709221,False,True,18,18
2010-04-14,0.005881114744470961,4.61044622423572e-05,0.0001383133867270716,3.659084304948984e-06,0.005693037811196584,0.922089244847144,0.461044622423572,False,True,18,18
2010-04-15,0.00012694928112430483,3.496118181786461e-05,0.00010488354545359381,2.7746969696717935e-06,-1.5670143116825375e-05,0.6992236363572921,0.34961181817864606,False,True,18,18
2010-04-16,0.0012162312768496982,2.4646348036384005e-05,7.393904410915201e-05,1.956059367966984e-06,0.0011156898253361954,0.4929269607276801,0.24646348036384005,False,True,18,18
2010-04-19,5.993677046241535e-05,2.0823531113602805e-05,6.24705933408084e-05,1.6526611994922856e-06,-2.5010015191488146e-05,0.41647062227205606,0.20823531113602803,False,True,18,18
2010-04-20,-0.006991286241823526,0.0001,0.0003,7.936507936507938e-06,-0.007399222749760034,2.0,1.0,True,True,17,17
2010-04-21,0.0014942979269235205,4.5548446414958613e-05,0.0001366453392448758,3.6149560646792535e-06,0.0013084891851990067,0.9109689282991722,0.4554844641495861,False,True,18,18
2010-04-22,-2.2977444661568885e-06,2.54866356267208e-05,7.645990688016239e-05,2.0227488592635556e-06,-0.00010626703583230364,0.509732712534416,0.254866356267208,False,True,18,18
2010-04-23,-0.0038942644038790267,6.446284210293795e-05,0.00019338852630881384,5.11609857959825e-06,-0.004157231870870376,1.2892568420587591,0.6446284210293796,False,True,18,18
2010-04-26,0.004872037881325314,8.285124930335842e-05,0.0002485537479100752,6.575495976457016e-06,0.004534057388135423,1.6570249860671682,0.8285124930335841,False,True,18,18
2010-04-27,-0.00014696545802393365,3.4378634421445406e-05,0.0001031359032643362,2.4400018240448492e-05,-0.0003088800139501637,0.6875726884289081,0.34378634421445403,False,True,17,17
2010-04-28,-0.0007916731714284163,5.4960992064097005e-05,0.000164882976192291,4.3619834971505555e-06,-0.0010158791231819548,1.09921984128194,0.54960992064097,False,True,18,18
