date,ic,n
2020-03-05,-0.3139602772300311,987
2020-03-06,-0.414647123673738,991
2020-03-09,0.4976017906217539,995
2020-03-10,-0.4467478442094903,977
2020-03-11,-0.4617451502727198,974
2020-03-12,0.5516362564378324,970
2020-03-13,-0.3854812402687034,954
2020-03-16,0.03662417634557447,939
2020-03-17,-0.36264140186881794,863
2020-03-18,-0.14010158310804818,822
2020-03-19,0.4245354728128361,765
2020-03-20,-0.18337862735535956,696
2020-03-23,0.33630823646949604,676
2020-03-24,0.17864605446371407,656
2020-03-25,0.10104654135276325,515
2020-03-26,0.15079826930838017,483
2020-03-27,0.04103305830628761,448
2020-03-30,0.11185763761669211,440
2020-03-31,0.05850292661299223,443
2020-04-01,0.0476991246697773,443
2020-04-02,0.024928169880902275,450
2020-04-03,0.3786054478716891,447
2020-04-06,0.3894727721397774,444
